"STREET","CITY","REGION","ZIP","CC2"
"Viela Alfredo Soares da Silva","Presidente Prudente","SP","19097-608","BR"
"Rua Waldir Greghi","Presidente Prudente","SP","19100-380","BR"
"Rua Rogério Nazaro da Silva","Presidente Prudente","SP","19140-025","BR"
"","Mirante do Paranapanema","SP","19260-000","BR"
"Rua Brasil","Assis","SP","19800-101","BR"
"Rua Vivaldo Teixeira Carvalho","Assis","SP","19803-015","BR"
"Rua Luiz Batista Silveira","Assis","SP","19804-190","BR"
"Rua José Vítor","Assis","SP","19804-725","BR"
"Rua Professora Maria Helena Gonso de Lima","Assis","SP","19813-367","BR"
"Rua Castro Alves","Assis","SP","19814-060","BR"
"Rua Arlindo Quintino Freitas","Assis","SP","19814-140","BR"
"Avenida Doutor Altino Arantes","Ourinhos","SP","19900-030","BR"
"Rua Amélia de Jesus Madeira","Ourinhos","SP","19902-444","BR"
"Rua Pará","Ourinhos","SP","19911-700","BR"
"Rua Francisco Vara","Ourinhos","SP","19914-210","BR"
"Rua Corino Martins de Oliveira","Ourinhos","SP","19915-488","BR"
"Rua Miguel Durante Sobrinho","Ourinhos","SP","19915-550","BR"
"Avenida Marechal Câmara","Rio de Janeiro","RJ","20020-901","BR"
"Ilha do Sol","Rio de Janeiro","RJ","20180-007","BR"
"Rua Afonso Cavalcanti","Rio de Janeiro","RJ","20211-984","BR"
"Rua Itapiru","Rio de Janeiro","RJ","20251-030","BR"
"Travessa Vista Alegre","Rio de Janeiro","RJ","20251-420","BR"
"Rua Santa Filomena","Rio de Janeiro","RJ","20270-110","BR"
"Rua Desembargador Izidro","Rio de Janeiro","RJ","20521-160","BR"
"Rua Mirandela","Rio de Janeiro","RJ","20521-470","BR"
"Rua Jorge Machado Silveira","Rio de Janeiro","RJ","20535-240","BR"
"Rua Oldegard Sapucáia","Rio de Janeiro","RJ","20710-005","BR"
"Rua Professor Carneiro Felipe","Rio de Janeiro","RJ","20750-260","BR"
"Rua Luís Vargas","Rio de Janeiro","RJ","20751-340","BR"
"Rua Manoel Maurício","Rio de Janeiro","RJ","20765-295","BR"
"Rua Valinhos","Rio de Janeiro","RJ","20766-680","BR"
"Rua Professor Nicola Expositivo","Rio de Janeiro","RJ","20921-170","BR"
"Rua Ébano","Rio de Janeiro","RJ","20930-060","BR"
"Avenida do Alípio","Rio de Janeiro","RJ","20941-210","BR"
"Rua do Cruzeiro","Rio de Janeiro","RJ","20941-290","BR"
"Travessa Benedita","Rio de Janeiro","RJ","20943-180","BR"
"Travessa Sebastiana","Rio de Janeiro","RJ","20943-530","BR"
"Beco Jackson do Pandeiro","Rio de Janeiro","RJ","21041-430","BR"
"Praça São Salvador","Rio de Janeiro","RJ","21042-290","BR"
"Rua Conde de Azambuja","Rio de Janeiro","RJ","21050-581","BR"
"Rua Lagoa Clara","Rio de Janeiro","RJ","21051-370","BR"
"Rua Pindaucu","Rio de Janeiro","RJ","21051-415","BR"
"Rua Atílio Correia Lima","Rio de Janeiro","RJ","21051-450","BR"
"Travessa Eugênia","Rio de Janeiro","RJ","21060-440","BR"
"Rua Cambuca","Rio de Janeiro","RJ","21061-110","BR"
"Rua Santa Bárbara","Rio de Janeiro","RJ","21220-790","BR"
"Rua Emiliano Felipe","Rio de Janeiro","RJ","21230-145","BR"
"Rua Heron Domingues","Rio de Janeiro","RJ","21230-420","BR"
"Rua Cristiano Machado","Rio de Janeiro","RJ","21240-470","BR"
"Rua Júpiter","Rio de Janeiro","RJ","21241-140","BR"
"Rua São Pedro","Rio de Janeiro","RJ","21311-170","BR"
"Rua Ladrilheiro","Rio de Janeiro","RJ","21321-720","BR"
"Rua Andrade Araújo","Rio de Janeiro","RJ","21341-311","BR"
"Rua Missuri","Rio de Janeiro","RJ","21361-540","BR"
"Rua Goiás","Rio de Janeiro","RJ","21380-010","BR"
"Travessa Nossa Senhora Aparecida","Rio de Janeiro","RJ","21381-490","BR"
"Rua Emílio Goeldi","Rio de Janeiro","RJ","21511-440","BR"
"Rua Renovação","Rio de Janeiro","RJ","21525-250","BR"
"Rua Ender","Rio de Janeiro","RJ","21530-160","BR"
"Beco União","Rio de Janeiro","RJ","21531-680","BR"
"Rua Godofredo Vidal","Rio de Janeiro","RJ","21535-230","BR"
"Praça Estoril","Rio de Janeiro","RJ","21610-500","BR"
"Rua Sargento Geraldo Santana","Rio de Janeiro","RJ","21615-410","BR"
"Rua Coronel Nilton José dos Santos","Rio de Janeiro","RJ","21640-120","BR"
"Rua Paulo de Aquino","Rio de Janeiro","RJ","21645-500","BR"
"Rua Córrego do Ouro","Rio de Janeiro","RJ","21655-290","BR"
"Rua João Martins","Rio de Janeiro","RJ","21665-080","BR"
"Rua Firmino Gonçalves","Rio de Janeiro","RJ","21670-620","BR"
"Rua Shecknah","Rio de Janeiro","RJ","21725-252","BR"
"Rua da Paz","Rio de Janeiro","RJ","21725-292","BR"
"Rua São Dimas","Rio de Janeiro","RJ","21740-520","BR"
"Rua Georgias","Rio de Janeiro","RJ","21770-220","BR"
"Rua Carauri","Rio de Janeiro","RJ","21775-170","BR"
"Praça Jardim Primavera","Rio de Janeiro","RJ","21815-285","BR"
"Rua Maurício Jacinto de Almeida","Itapetininga","SP","18209-320","BR"
"Rua Tenente José de Almeida Barros","Itapetininga","SP","18212-479","BR"
"Rua Bento Antunes de Moraes","Itapetininga","SP","18213-605","BR"
"Rua Lauro Thibes Cordeiro","Itapetininga","SP","18214-719","BR"
"Rua Professor Francisco Pereira de Almeida","Tatuí","SP","18270-780","BR"
"Rua Bepe Vanni","Tatuí","SP","18271-170","BR"
"Rua Eliza Pinto da Silveira","Tatuí","SP","18274-660","BR"
"Rua Santo Urso","Tatuí","SP","18275-610","BR"
"Rua Palmira Vanni","Tatuí","SP","18278-610","BR"
"Estrada Municipal Capuava","Capão Bonito","SP","18304-518","BR"
"Rua das Violetas","Capão Bonito","SP","18304-763","BR"
"Rua Kalil Selem Safadi","Capão Bonito","SP","18305-120","BR"
"Praça Luiza Kurtz Camargo","Capão Bonito","SP","18305-455","BR"
"Rua Claudecir Rodrigues de Azevedo","Capão Bonito","SP","18306-530","BR"
"Praça do Correio","Itapeva","SP","18400-970","BR"
"Rua João Pinn","Itapeva","SP","18401-060","BR"
"Rua Severino Alves Rodrigues de Oliveira","Itapeva","SP","18404-510","BR"
"Rua Nagib Rodrigues de Almeida","Itapeva","SP","18412-151","BR"
"Rodovia Francisco Alves Negrão","Taquarivaí","SP","18425-970","BR"
"","","","","BR"
"Rua Maria Joana Félix Diniz","Botucatu","SP","18601-010","BR"
"Travessa Santa Clara","Botucatu","SP","18601-121","BR"
"Rua Luiz Vizotto","Botucatu","SP","18601-696","BR"
"Praça João Cecilio","Botucatu","SP","18610-141","BR"
"Avenida Professor Adolfo Pinheiro Machado","Botucatu","SP","18611-440","BR"
"Rua Antonio Raimundo","Botucatu","SP","18618-018","BR"
"Rua Jorge Lopes Dionísio","Botucatu","SP","18618-154","BR"
"Rua dos Pirangueiros","Botucatu","SP","18619-286","BR"
"","","","","BR"
"Rua Cantílio Orsi","Lençóis Paulista","SP","18685-460","BR"
"Rua João Tezza Neto","Avaré","SP","18701-813","BR"
"Praça Benedicta Cunha de Paula","Avaré","SP","18702-593","BR"
"Rua Heitor de Barros","Avaré","SP","18703-580","BR"
"Rua Armando Silveira","Avaré","SP","18704-574","BR"
"Rua Nicola Gambini","Avaré","SP","18705-863","BR"
"Rua Professora Eloiza Helena Agostini de Oliveira","Avaré","SP","18705-872","BR"
"Rua Isaac Rodrigues Alves","Avaré","SP","18706-300","BR"
"Travessa Paulo Rangel","Avaré","SP","18708-831","BR"
"","","","","BR"
"Rua Seis","Presidente Prudente","SP","19024-418","BR"
"Rua Maria Aparecida Cuissi Cesco","Presidente Prudente","SP","19026-765","BR"
"Rua Soubhie Chafic Chedid","Presidente Prudente","SP","19030-615","BR"
"Rua Santos Pardo","Presidente Prudente","SP","19031-120","BR"
"Rua Eduardo Ramos","Presidente Prudente","SP","19033-480","BR"
"Travessa Concilio","Rio de Janeiro","RJ","22773-230","BR"
"Avenida Cláudio Besserman Vianna","Rio de Janeiro","RJ","22775-036","BR"
"Rua Enriente Morrino","Rio de Janeiro","RJ","22775-049","BR"
"Rua Otávio Coimbra","Rio de Janeiro","RJ","22775-740","BR"
"Caminho da Furna","Rio de Janeiro","RJ","23017-430","BR"
"Rua Fonseca e Silva","Rio de Janeiro","RJ","23020-640","BR"
"Rua Dom Viçoso","Rio de Janeiro","RJ","23026-490","BR"
"Rua Quarenta e Três","Rio de Janeiro","RJ","23031-510","BR"
"Rua Yasmim","Rio de Janeiro","RJ","23032-776","BR"
"Rua Fernando Lyra","Rio de Janeiro","RJ","23036-049","BR"
"Rua Professora Celina Padilha","Rio de Janeiro","RJ","23040-100","BR"
"Rua Francisco de Almeida Costa","Rio de Janeiro","RJ","23050-280","BR"
"Rua Baliza","Rio de Janeiro","RJ","23055-015","BR"
"Rua Ararupe","Rio de Janeiro","RJ","23055-310","BR"
"Rua do Sítio","Rio de Janeiro","RJ","23059-782","BR"
"Rua Operário Marcos Andreotti","Rio de Janeiro","RJ","23062-360","BR"
"Rua Rouxinol","Rio de Janeiro","RJ","23064-220","BR"
"Caminho sem Nome","Rio de Janeiro","RJ","23066-240","BR"
"Praça Quatro","Rio de Janeiro","RJ","23066-465","BR"
"Rua Daniela Peres","Rio de Janeiro","RJ","23071-636","BR"
"Rua José Manuel Máximo","Rio de Janeiro","RJ","23073-020","BR"
"Rua Félix Bernardelli","Rio de Janeiro","RJ","23078-030","BR"
"Rua Butiá","Rio de Janeiro","RJ","23080-040","BR"
"Rua Major Gabriel Teles","Rio de Janeiro","RJ","23085-330","BR"
"Largo da Maçonaria","Rio de Janeiro","RJ","23087-270","BR"
"Rua Valdir Azevedo","Rio de Janeiro","RJ","23088-280","BR"
"Rua Reverendo Porto Filho","Rio de Janeiro","RJ","23090-850","BR"
"Rua Itamaraju","Rio de Janeiro","RJ","23092-632","BR"
"Rua Virgolino Alves Cardia","Rio de Janeiro","RJ","23095-500","BR"
"Rua Sebastião Rosa da Paz","Rio de Janeiro","RJ","23097-570","BR"
"Rua Restinga","Rio de Janeiro","RJ","23097-650","BR"
"Rua Joaquim de Freitas","Rio de Janeiro","RJ","23098-260","BR"
"Rua General Olímpio","Rio de Janeiro","RJ","23510-241","BR"
"Rua Projetada F","Rio de Janeiro","RJ","23520-098","BR"
"Beco Miguel Benedito","Rio de Janeiro","RJ","23520-160","BR"
"Beco Amizade","Rio de Janeiro","RJ","23520-714","BR"
"Travessa Adir Jorge","Rio de Janeiro","RJ","23535-130","BR"
"Rua Jamil Dagli","Rio de Janeiro","RJ","23535-340","BR"
"Rua Professora Leira","Rio de Janeiro","RJ","23570-043","BR"
"Rua Mateus","Rio de Janeiro","RJ","23570-086","BR"
"Rua Dilson Funaro","Rio de Janeiro","RJ","23570-650","BR"
"Beco do Teteu","Rio de Janeiro","RJ","23575-487","BR"
"Rua Pedro Ignácio Coelho","Itaguaí","RJ","23821-530","BR"
"Rua Ema","Itaguaí","RJ","23825-010","BR"
"Rua Irene de Castro Souza","Itaguaí","RJ","23826-220","BR"
"Rua Ritta Magdalena de Jesus","Itaguaí","RJ","23831-313","BR"
"Rua Acácia","Itaguaí","RJ","23831-490","BR"
"Rua Monte Castelo","Itaguaí","RJ","23836-490","BR"
"Rua Amaro Faria da Fonseca","Itaguaí","RJ","23850-310","BR"
"Estrada da Cachoeira","Mangaratiba","RJ","23860-990","BR"
"Rua Antônio Honorato da Silva","Seropédica","RJ","23890-007","BR"
"Rua UI","Seropédica","RJ","23891-490","BR"
"Rua Vicinal","Seropédica","RJ","23892-095","BR"
"Rua Emanuel Tomaz de Araújo","Seropédica","RJ","23895-150","BR"
"Rua Tharsis e Paula","Seropédica","RJ","23895-175","BR"
"Rua Antônio Rosa","Seropédica","RJ","23895-740","BR"
"Rua das Flores","Seropédica","RJ","23898-120","BR"
"Rua D","Seropédica","RJ","23898-515","BR"
"Avenida João Pedro II","Angra dos Reis","RJ","23912-440","BR"
"Rua Dalva Moreira da Silva","Angra dos Reis","RJ","23916-120","BR"
"Rua Aparecida Helena Ribeiro da Silva","Angra dos Reis","RJ","23932-170","BR"
"Rua São Vicente","Angra dos Reis","RJ","23932-495","BR"
"Rua Nilópolis","Angra dos Reis","RJ","23934-195","BR"
"Travessa Manoel Farias","Angra dos Reis","RJ","23953-090","BR"
"Travessa dos Motoristas","Angra dos Reis","RJ","23953-510","BR"
"Rua Boa Sorte","Angra dos Reis","RJ","23954-240","BR"
"Travessa Monte Gerezim","Angra dos Reis","RJ","23954-355","BR"
"Travessa das Bromélias","Angra dos Reis","RJ","23955-405","BR"
"Travessa Luiz Fernando Pinheiro","Niterói","RJ","24130-600","BR"
"Travessa Projetada B","Niterói","RJ","24130-736","BR"
"Rua Machado","Niterói","RJ","24140-400","BR"
"Rua Jornalista Irineu Marinho","Niterói","RJ","24230-126","BR"
"Rua Tomé Tostes","Niterói","RJ","24240-450","BR"
"Rua Monte Castelo","Niterói","RJ","24315-310","BR"
"Rua Porto Alegre","Niterói","RJ","24322-260","BR"
"Avenida Boa Vista","Niterói","RJ","24346-053","BR"
"Praia Itacoatiara","Niterói","RJ","24348-010","BR"
"Rua Maestro Carlos Monteiro de Souza","Niterói","RJ","24350-090","BR"
"Rua José de Carvalho Heitor","Niterói","RJ","24358-620","BR"
"Rua Manuel Azevedo","São Gonçalo","RJ","24417-210","BR"
"Travessa Francisca Marques","São Gonçalo","RJ","24421-040","BR"
"Rua Maria Cândida de Oliveira","São Gonçalo","RJ","24422-560","BR"
"Travessa Joselina Andrade","São Gonçalo","RJ","24435-821","BR"
"Rua Paulo Cabral","São Gonçalo","RJ","24451-570","BR"
"Rua Havaí","São Gonçalo","RJ","24455-475","BR"
"Rua Álvaro Brandão","São Gonçalo","RJ","24455-720","BR"
"Rodovia BR-101","São Gonçalo","RJ","24461-660","BR"
"Rua Leila de Moraes Viana","São Gonçalo","RJ","24470-270","BR"
"Rua Luiza de Gusmão","São Gonçalo","RJ","24470-400","BR"
"Rua Hoel Nogueira","São Gonçalo","RJ","24471-304","BR"
"Rua Major Felipe Pinto","São Gonçalo","RJ","24474-175","BR"
"Rua Waldemiro Silveira","São Gonçalo","RJ","24475-040","BR"
"Rua Deputado Américo Peixoto","São Gonçalo","RJ","24476-570","BR"
"Rua Eduardo Brasão","São Gonçalo","RJ","24711-171","BR"
"Rua Madri","São Gonçalo","RJ","24715-190","BR"
"Avenida Doutor Albino Imparato","São Gonçalo","RJ","24716-454","BR"
"Loteamento Boa Vista do Laranjal","São Gonçalo","RJ","24720-520","BR"
"Rua Itaperi","São Gonçalo","RJ","24724-775","BR"
"Rua Dona Antônia Couto","São Gonçalo","RJ","24726-123","BR"
"Rua Marcelino Mesquita","São Gonçalo","RJ","24732-045","BR"
"Rua Capistrano de Abreu","São Gonçalo","RJ","24737-596","BR"
"Rua Auta Rosa","São Gonçalo","RJ","24738-590","BR"
"Rua Almerinda Veloso da Cunha","São Gonçalo","RJ","24738-807","BR"
"Rua Pastor Avelino de Souza","São Gonçalo","RJ","24744-300","BR"
"Rua Lázaro Moncef","São Gonçalo","RJ","24754-090","BR"
"Rua Prefeito João Augusto de Andrade","Itaboraí","RJ","24800-129","BR"
"Travessa José Luna de Alencar","Itaboraí","RJ","24800-383","BR"
"Rua Quatro","Itaboraí","RJ","24804-373","BR"
"Rua Doze","Itaboraí","RJ","24805-729","BR"
"Rua João Dias Filho","Itaboraí","RJ","24808-336","BR"
"Rua Três","Itaboraí","RJ","24810-176","BR"
"Rua Doutor Celso Galvão","Itaboraí","RJ","24812-396","BR"
"Rua Paulina Trindade Pereira","Itaboraí","RJ","24858-048","BR"
"Rua Elias Duarte da Silva","Itaboraí","RJ","24858-600","BR"
"Rua Planaltina","Itaboraí","RJ","24859-380","BR"
"Rua Vinte e Um","Itaboraí","RJ","24859-572","BR"
"Rua Seis","Itaboraí","RJ","24859-676","BR"
"Rua Onze","Itaboraí","RJ","24860-120","BR"
"Rua Maria Kortkampo Mendel","Itaboraí","RJ","24860-460","BR"
"Rua Setenta e Oito","Itaboraí","RJ","24866-000","BR"
"Rua Arnaldo Pinheiro","Itaboraí","RJ","24868-036","BR"
"Rua IX","Itaboraí","RJ","24868-044","BR"
"Rua Seis","Maricá","RJ","24900-209","BR"
"Rua República dos Italianos","Maricá","RJ","24900-490","BR"
"Estrada da Chuva","Maricá","RJ","24906-010","BR"
"Rua Italva","Maricá","RJ","24910-060","BR"
"Rua Rio de Janeiro","Rio de Janeiro","RJ","21825-435","BR"
"Praça Lafaiete Coutinho","Rio de Janeiro","RJ","21831-265","BR"
"Travessa Sete","Rio de Janeiro","RJ","21831-463","BR"
"Estrada do Engenho","Rio de Janeiro","RJ","21840-000","BR"
"Travessa Proto Gênesis Paiva","Rio de Janeiro","RJ","21840-272","BR"
"Rua Fort Lamy","Rio de Janeiro","RJ","21850-450","BR"
"Travessa Samaria","Rio de Janeiro","RJ","21852-035","BR"
"Travessa Cartagena","Rio de Janeiro","RJ","21852-230","BR"
"Travessa Santa Rita","Rio de Janeiro","RJ","21853-620","BR"
"Caminho da Figueira","Rio de Janeiro","RJ","21854-152","BR"
"Beco das Antulias","Rio de Janeiro","RJ","21864-120","BR"
"Via Um","Rio de Janeiro","RJ","21865-470","BR"
"Rua Havana","Rio de Janeiro","RJ","21870-020","BR"
"Estrada do Quilombo","Rio de Janeiro","RJ","21911-016","BR"
"Rua Frei João","Rio de Janeiro","RJ","21921-200","BR"
"Rua Maciel Monteiro","Rio de Janeiro","RJ","21921-550","BR"
"Rua Inhovera","Rio de Janeiro","RJ","21921-720","BR"
"Rua São Jorge","Rio de Janeiro","RJ","21922-340","BR"
"Travessa Opala","Rio de Janeiro","RJ","21932-867","BR"
"Rua Manuel Rodrigues","Rio de Janeiro","RJ","21940-110","BR"
"Travessa Cristiano Lacorte","Rio de Janeiro","RJ","22071-010","BR"
"Rua São Clemente","Rio de Janeiro","RJ","22260-007","BR"
"Rua do Noturno","Rio de Janeiro","RJ","22260-162","BR"
"Rua Urandi","Rio de Janeiro","RJ","22291-020","BR"
"Rua Visconde de Pirajá","Rio de Janeiro","RJ","22410-002","BR"
"Rua Visconde da Graça","Rio de Janeiro","RJ","22461-010","BR"
"Rua General Sidônio Dias Correia","Rio de Janeiro","RJ","22621-070","BR"
"Avenida Lúcio Costa","Rio de Janeiro","RJ","22630-010","BR"
"Rua Jornalista Pierre Plancher","Rio de Janeiro","RJ","22630-070","BR"
"Rua Pau Brasil","Rio de Janeiro","RJ","22641-506","BR"
"Rua Macembu","Rio de Janeiro","RJ","22710-245","BR"
"Rua Rui de Andrade Pinto","Rio de Janeiro","RJ","22710-365","BR"
"Rua Cândido Ferreira de Souza","Rio de Janeiro","RJ","22713-164","BR"
"Rua Frei Rodovalho","Rio de Janeiro","RJ","22713-210","BR"
"Estrada do Rio Grande","Rio de Janeiro","RJ","22720-010","BR"
"Estrada da Boiuna","Rio de Janeiro","RJ","22723-018","BR"
"Rua São Calisto","Rio de Janeiro","RJ","22725-640","BR"
"Rua Comandante Rúbens Silva","Rio de Janeiro","RJ","22750-053","BR"
"Rua José Lewgoy","Rio de Janeiro","RJ","22750-065","BR"
"Estrada do Itanhangá","Rio de Janeiro","RJ","22753-005","BR"
"Rua Vivalde Brandão Couto","Rio de Janeiro","RJ","22753-730","BR"
"","","","","BR"
"Travessa Vinte e Sete","Rio de Janeiro","RJ","22763-620","BR"
"Rua Recanto dos Pássaros","Maricá","RJ","24911-320","BR"
"Rua Oitenta e Oito","Maricá","RJ","24917-090","BR"
"Rua Quarenta e Quatro","Maricá","RJ","24917-515","BR"
"Rua Quatro","Maricá","RJ","24919-660","BR"
"Rua das Flores","Maricá","RJ","24920-590","BR"
"Rua Sete","Maricá","RJ","24924-020","BR"
"Rua dos Lírios","Maricá","RJ","24930-484","BR"
"Rua Manoel Gomes Quintanilha","Maricá","RJ","24930-676","BR"
"Travessa C","Maricá","RJ","24931-775","BR"
"Rua João Rizzo","Maricá","RJ","24932-140","BR"
"Rua S","Maricá","RJ","24932-615","BR"
"Rua Mário Augusto Garcia","Maricá","RJ","24933-115","BR"
"Rua Governador Leonel Brizola","Maricá","RJ","24933-400","BR"
"Rua Walter Favilla da Silva","Maricá","RJ","24936-460","BR"
"Rua Capitão Mello","Maricá","RJ","24937-010","BR"
"Rua Ubatuba","Maricá","RJ","24939-270","BR"
"Rua S","Maricá","RJ","24940-520","BR"
"Rua R","Maricá","RJ","24940-640","BR"
"Rua Antônio de Castilho","Maricá","RJ","24943-600","BR"
"Rua Chuí","Maricá","RJ","24943-650","BR"
"Avenida Governador Leonel de Moura Brizola","Duque de Caxias","RJ","25010-008","BR"
"Estrada do Capoeirão","Petrópolis","RJ","25725-136","BR"
"Rua Doutor Antônio José Gomes dos Santos","Petrópolis","RJ","25725-500","BR"
"Rua Diamantino Alves Cabo","Petrópolis","RJ","25730-018","BR"
"Rua Minas Gerais","Petrópolis","RJ","25730-230","BR"
"Estrada dos Surundus","Petrópolis","RJ","25730-720","BR"
"Estrada do Gentil","Petrópolis","RJ","25745-010","BR"
"Rua das Coníferas","Petrópolis","RJ","25745-113","BR"
"Rua das Paineiras","Petrópolis","RJ","25745-530","BR"
"Alameda do Manacá","Petrópolis","RJ","25745-610","BR"
"Travessa Augusto de Almeida","Três Rios","RJ","25804-130","BR"
"Rua Luiz Duarte Pereira","Três Rios","RJ","25807-155","BR"
"Rua Aurora Assunção","Três Rios","RJ","25809-320","BR"
"Rua São Jorge","Nova Iguaçu","RJ","26032-110","BR"
"Rua Major Rúbens Vaz","Nova Iguaçu","RJ","26032-570","BR"
"Rua Bosque","Nova Iguaçu","RJ","26033-170","BR"
"Rua Isidro Machado","Nova Iguaçu","RJ","26040-270","BR"
"Rua Quatro","Nova Iguaçu","RJ","26043-170","BR"
"Rua Cameta","Nova Iguaçu","RJ","26061-670","BR"
"Rua Casimiro de Abreu","Nova Iguaçu","RJ","26064-130","BR"
"Rua São Jorge","Nova Iguaçu","RJ","26087-425","BR"
"Rua Ecléia","Nova Iguaçu","RJ","26088-115","BR"
"Avenida Antônio Marcos da Costa","Belford Roxo","RJ","26110-070","BR"
"Rua Mossoró","Belford Roxo","RJ","26113-750","BR"
"Travessa Vinte e Sete","Belford Roxo","RJ","26115-792","BR"
"Rua Ônix","Belford Roxo","RJ","26127-343","BR"
"Rua José Rocha","Belford Roxo","RJ","26130-045","BR"
