STREET,CITY,REGION,ZIP,COUNTRY,LONGITUDE,LATITUDE
Rua João Reis Lacerda,Taboão da Serra,SP,06787-595,BR,-46.802,-23.62142
Travessa Wilson Marinho dos Santos,São Paulo,SP,04431-091,BR,-46.65623,-23.69118
Rua Santa Úrsula,São Paulo,SP,04459-320,BR,-46.67235,-23.69712
,Mirante do Paranapanema,SP,19260-000,BR,-51.92789,-22.28978
Rua Corino Martins de Oliveira,Ourinhos,SP,19915-488,BR,-49.85139,-22.96179
Rua Professor Carneiro Felipe,Rio de Janeiro,RJ,20750-260,BR,-43.29973,-22.87431
Rua Valinhos,Rio de Janeiro,RJ,20766-680,BR,-43.29568,-22.86369
Rua Professor Nicola Expositivo,Rio de Janeiro,RJ,20921-170,BR,-43.6519,-22.97581
Praça São Salvador,Rio de Janeiro,RJ,21042-290,BR,-43.18059,-22.9343
Rua Pindaucu,Rio de Janeiro,RJ,21051-415,BR,-43.2746,-22.87529
Rua Maurício Jacinto de Almeida,Itapetininga,SP,18209-320,BR,-48.0761,-23.58535
Travessa Santa Clara,Botucatu,SP,18601-121,BR,-48.48369,-22.88451
Praça João Cecilio,Botucatu,SP,18610-141,BR,-48.44386,-22.86432
Rua Antonio Raimundo,Botucatu,SP,18618-018,BR,-48.4021,-22.78058
Rua Jorge Lopes Dionísio,Botucatu,SP,18618-154,BR,-48.49383,-22.89802
Rua dos Pirangueiros,Botucatu,SP,18619-286,BR,-48.45621,-22.8905
Rua Padre Antônio D'Ângelo,São Paulo,SP,02516-040,BR,-46.65987,-23.50954
Travessa Erasmus Lapicida,São Paulo,SP,02990-325,BR,-46.65468,-23.56287
Rua Marcial,São Paulo,SP,03169-901,BR,-46.59632,-23.55224
Rua Dona Cândida,São Paulo,SP,03324-080,BR,-46.48427,-23.51444
Rua Odete Gomes Barreto,São Paulo,SP,03441-010,BR,-46.53831,-23.54588
Rua Helena Ricceli Luchetti,São Paulo,SP,03570-310,BR,-46.4865,-23.56847
Rua Francisco de Almada,São Paulo,SP,03579-280,BR,-46.49381,-23.56162
Rua Ararandéua,São Paulo,SP,03583-100,BR,-46.49466,-23.55803
Travessa Arthur Botelho,São Paulo,SP,03644-003,BR,-46.66167,-23.66068
Avenida Frederick Hoffmann,São Paulo,SP,03693-040,BR,-46.48027,-23.5294
Rua Marginal Um,Bragança Paulista,SP,12918-142,BR,-46.54089,-22.95134
Rua Antônio Lapa,Campinas,SP,13025-240,BR,-47.0486,-22.89871
Rua Agnaldo Macedo,Campinas,SP,13044-000,BR,-47.03807,-22.94119
Rua Geraldo Vicente,Campinas,SP,13049-429,BR,-47.0696,-22.96491
Rua Raimunda Ezilda de Gois,Campinas,SP,13056-193,BR,-47.14013,-22.98138
Rua Projetada E,Praia Grande,SP,11710-320,BR,-46.45542,-24.00001
Rua Waldomiro Berbare,Taubaté,SP,12061-440,BR,-45.55964,-23.00117
Rua Carina,São José dos Campos,SP,12230-440,BR,-45.88638,-23.22564
Rua Durvalina Costa da Silva,Caçapava,SP,12285-405,BR,-45.72088,-23.12637
Rua Veneza,Jacareí,SP,12307-310,BR,-45.95524,-23.29586
Rua Eurípedes Barsanulfo,Jacareí,SP,12312-370,BR,-45.97267,-23.30282
Rua Dirce de Almeida Fantini,Ribeirão Preto,SP,14070-732,BR,-47.79037,-21.10911
Rua Ernesto Matricardi,Sertãozinho,SP,14164-160,BR,-48.00229,-21.12339
Rua Antonieta Almada Miranda,Franca,SP,14404-004,BR,-47.38772,-20.57519
Rua Vanildo Cândido da Costa,Franca,SP,14404-226,BR,-47.36534,-20.59654
Rua José Emiliano dos Santos,Pindamonhangaba,SP,12411-180,BR,-45.44956,-22.93359
Rua Orondina Sathler Rodrigues,Pindamonhangaba,SP,12442-440,BR,-45.37777,-22.94271
Estrada Municipal,Guaratinguetá,SP,12503-780,BR,-45.15089,-22.79548
Rua Maria das Dores Gonçalves,Guaratinguetá,SP,12515-090,BR,-45.19723,-22.80489
Rua Plínio Moreira,Cruzeiro,SP,12712-060,BR,-44.95993,-22.56235
Rua Cassiano Ricardo,Santa Bárbara D'Oeste,SP,13457-003,BR,-47.40077,-22.7683
Praça Comendador Müller,Americana,SP,13465-289,BR,-47.32957,-22.74056
Rua Anísio Teixeira,Americana,SP,13474-461,BR,-47.29626,-22.70607
Rua Quadros Sobrinho,Limeira,SP,13480-223,BR,-47.39841,-22.56685
Rua Olavo Ferreira,Limeira,SP,13480-503,BR,-47.40534,-22.58159
Rua 23,Rio Claro,SP,13503-008,BR,-47.57893,-22.40347
Rua Bernardino Carvalho Grade,Campinas,SP,13092-450,BR,-47.06442,-22.90509
Rua Magdalena Kubiac Leoni,Paulínia,SP,13142-486,BR,-47.17131,-22.77518
Rua Manoel Vítor Diniz,Sumaré,SP,13181-660,BR,-47.18955,-22.84893
Rua Amor Perfeito,Hortolândia,SP,13187-051,BR,-47.20618,-22.90842
Avenida Amélia Latorre,Jundiaí,SP,13211-000,BR,-46.9217,-23.17992
Rua Ismael Antunes de Freitas,Jundiaí,SP,13211-644,BR,-46.91863,-23.18977
Rua Afonso Pena,Campo Limpo Paulista,SP,13236-060,BR,-46.7964,-23.20841
Rua Luiz Scavone,Itatiba,SP,13255-290,BR,-46.84264,-23.01281
Rua Maria Alice Consoline,Itatiba,SP,13256-140,BR,-46.85358,-23.01548
Rua Luiz Lazaretti,Valinhos,SP,13279-010,BR,-47.02777,-23.01171
Rua Pará,Itu,SP,13301-454,BR,-47.29052,-23.25675
Rua Tristão de Souza Costa,Itu,SP,13312-096,BR,-47.30856,-23.27946
Rua Vinte e Quatro de Maio,Indaiatuba,SP,13339-315,BR,-47.19609,-23.09381
Travessa João José Abdalla,Piracicaba,SP,13417-431,BR,-47.6374,-22.73882
Rua Lívio Ferracíu,Piracicaba,SP,13423-282,BR,-47.58294,-22.75773
Rua Alfredo Maluf,Santa Bárbara D'Oeste,SP,13450-227,BR,-47.41764,-22.75269
Rua Estácio Bernardino Seixas,Franca,SP,14407-272,BR,-47.42741,-20.50906
Avenida Doutor William Azzuz,Franca,SP,14409-400,BR,-47.398,-20.49656
Rua Geraldo Rodrigues de Souza,Franca,SP,14412-310,BR,-47.35866,-20.56724
Praça Doutor Cambaúva,Bebedouro,SP,14700-409,BR,-48.4924,-20.93556
Rua Geraldo Ferreira,Bebedouro,SP,14702-226,BR,-48.46401,-20.96967
Rua C-24,Barretos,SP,14781-468,BR,-48.57505,-20.55065
Avenida Hildebrando de Souza Filho,Barretos,SP,14784-339,BR,-48.56617,-20.57327
Rua José de Oliveira,Araras,SP,13606-411,BR,-47.36783,-22.35206
Rua Carlos Cerri,Araras,SP,13606-832,BR,-47.32892,-22.34991
Praça Ricieri Pechinatti,Araras,SP,13607-251,BR,-47.38504,-22.35821
Rua Bom Jesus,Pirassununga,SP,13634-048,BR,-47.43269,-22.00041
Rua Atílio Magon,Sertãozinho,SP,14177-015,BR,-48.009,-21.13695
Rua Icapuí,Catanduva,SP,15810-455,BR,-48.96177,-21.13364
Rua Alberto Cerqueira Leite,Araçatuba,SP,16022-190,BR,-50.46675,-21.23362
Avenida Cussy de Almeida Júnior,Araçatuba,SP,16025-050,BR,-50.45187,-21.21314
Rua Luiz Catharin,Birigui,SP,16201-198,BR,-50.32535,-21.26555
Rua Avelino Bertaglia,Birigui,SP,16207-038,BR,-50.37625,-21.30362
Rua da Concórdia,Lins,SP,16400-513,BR,-49.7622,-21.67223
Praça Monsenhor João Baptista Toffoli,Lins,SP,16401-052,BR,-49.74212,-21.67172
Rua Leopoldo Dias Quintella,Lins,SP,16402-712,BR,-49.72489,-21.67109
Rua dos Gráficos,Bauru,SP,17022-440,BR,-49.08698,-22.27558
Avenida Doutor Marcos de Paula Raphael,Bauru,SP,17026-000,BR,-49.09221,-22.3056
Rua Noboru Kasama,Bauru,SP,17048-795,BR,-49.02184,-22.36881
Alameda Araçatuba,Bauru,SP,17055-519,BR,-49.12239,-22.3268
Rua Antonio Vanini,Bauru,SP,17055-802,BR,-49.05314,-22.2924
Rua José D'Ambrósio,Sorocaba,SP,18017-368,BR,-47.40597,-23.51306
Rua Palmo Carani,Sorocaba,SP,18052-020,BR,-47.49438,-23.52942
Rua Diogo Gomes Filho,Sorocaba,SP,18077-510,BR,-47.4789,-23.45215
Rua Coronel Spínola de Castro,São José do Rio Preto,SP,15015-500,BR,-49.39864,-20.82344
Estrada 8,São José do Rio Preto,SP,15051-679,BR,-49.38576,-20.80988
Rua Flórida,Jales,SP,15700-274,BR,-50.53442,-20.26522
Rua João dos Santos Bueno,Sorocaba,SP,18108-828,BR,-47.44791,-23.48837
Rua Princesa Isabel,São Roque,SP,18134-350,BR,-47.13546,-23.52602
Rua Crisoberilo,Itapetininga,SP,18204-010,BR,-48.01732,-23.60333
Rua Thereza Matheus Pardo,Presidente Prudente,SP,19034-665,BR,-51.38126,-22.08217
Rua Laura da Silva Antoniatti,Presidente Prudente,SP,19034-675,BR,-51.38202,-22.08103
Avenida Projetada,Presidente Prudente,SP,19066-295,BR,-51.3068,-21.96144
Rua Primavera,Serra,ES,29171-505,BR,-40.2008,-20.17013
Rua Alma do Tempo,Serra,ES,29173-005,BR,-40.19982,-20.20504
Rua Dezesseis,Serra,ES,29177-350,BR,-40.31253,-20.11685
Rua Floresta,Colatina,ES,29704-871,BR,-40.66349,-19.52064
Rua C,Santa Luzia,MG,33040-259,BR,-43.83388,-19.76618
Rua Bélgica,Santa Luzia,MG,33115-010,BR,-43.90835,-19.7987
Rua Karine San Juan de Carvalho,Ribeirão das Neves,MG,33820-265,BR,-44.14082,-19.76946
Praça João Antero Lopes,Sabará,MG,34505-410,BR,-43.8109,-19.89098
Rua Pedro Malaquias Pinto,Governador Valadares,MG,35045-820,BR,-41.95941,-18.89006
Rua Nova Era,Governador Valadares,MG,35059-380,BR,-41.94782,-18.835
Rua Padre Anchieta,Ipatinga,MG,35160-213,BR,-42.55963,-19.50592
Rua A,Ipatinga,MG,35162-770,BR,-42.52694,-19.46999
Rua Azulão,Timóteo,MG,35181-719,BR,-42.57982,-19.58401
,Piedade de Caratinga,MG,35325-000,BR,-42.07514,-19.76049
Rua Tiradentes,Ponte Nova,MG,35430-077,BR,-42.91642,-20.41838
Rua Bahia,Ponte Nova,MG,35430-134,BR,-42.90531,-20.40498
Travessa Luiz Fernando Pinheiro,Niterói,RJ,24130-600,BR,-43.0842,-22.87371
Praia Itacoatiara,Niterói,RJ,24348-010,BR,-41.89539,-21.20787
Rua Álvaro Brandão,São Gonçalo,RJ,24455-720,BR,-43.02637,-22.80273
Rua Deputado Américo Peixoto,São Gonçalo,RJ,24476-570,BR,-43.01358,-22.76932
Rua Itaperi,São Gonçalo,RJ,24724-775,BR,-42.94207,-22.81066
Rua Elias Duarte da Silva,Itaboraí,RJ,24858-600,BR,-42.93815,-22.78298
Rua Planaltina,Itaboraí,RJ,24859-380,BR,-42.93999,-22.79154
Rua Seis,Maricá,RJ,24900-209,BR,-42.94277,-22.90285
Travessa Proto Gênesis Paiva,Rio de Janeiro,RJ,21840-272,BR,-43.17501,-22.91216
Travessa Samaria,Rio de Janeiro,RJ,21852-035,BR,-43.49383,-22.85567
Beco das Antulias,Rio de Janeiro,RJ,21864-120,BR,-43.36812,-22.94984
Estrada do Quilombo,Rio de Janeiro,RJ,21911-016,BR,-43.16247,-22.78848
Rua Frei João,Rio de Janeiro,RJ,21921-200,BR,-43.18563,-22.80782
Travessa Opala,Rio de Janeiro,RJ,21932-867,BR,-43.55969,-22.86936
Avenida Cláudio Besserman Vianna,Rio de Janeiro,RJ,22775-036,BR,-43.35911,-22.97268
Rua Otávio Coimbra,Rio de Janeiro,RJ,22775-740,BR,-43.37143,-22.94931
Rua Fonseca e Silva,Rio de Janeiro,RJ,23020-640,BR,-43.59602,-22.99194
Rua Yasmim,Rio de Janeiro,RJ,23032-776,BR,-43.63139,-22.97199
Rua Valdir Azevedo,Rio de Janeiro,RJ,23088-280,BR,-43.54828,-22.88561
Rua Pedro Ignácio Coelho,Itaguaí,RJ,23821-530,BR,-43.85192,-22.91903
Rua Jornalista Pierre Plancher,Rio de Janeiro,RJ,22630-070,BR,-43.33847,-23.00811
Estrada do Rio Grande,Rio de Janeiro,RJ,22720-010,BR,-43.3914,-22.9196
Rua Oitenta e Oito,Maricá,RJ,24917-090,BR,-42.78431,-22.94774
Estrada do Gentil,Petrópolis,RJ,25745-010,BR,-43.11346,-22.39403
Travessa Augusto de Almeida,Três Rios,RJ,25804-130,BR,-43.2093,-22.11477
Rua Major Rúbens Vaz,Nova Iguaçu,RJ,26032-570,BR,-43.47456,-22.72807
Rua São Luís,Belford Roxo,RJ,26150-035,BR,-43.4236,-22.71932
Rua Cinézio,Belford Roxo,RJ,26150-039,BR,-43.38195,-22.7418
Rua Projetada D,Belford Roxo,RJ,26180-115,BR,-43.37811,-22.75706
Rua Antônio Machado da Costa,Três Rios,RJ,25821-460,BR,-43.15575,-22.12822
Rua Trinta e Um de Março,Magé,RJ,25922-872,BR,-43.17272,-22.67458
Rua Vinícius de Morais,Duque de Caxias,RJ,25040-681,BR,-43.31297,-22.73112
Travessa C,São João de Meriti,RJ,25570-587,BR,-43.40607,-22.79268
Rua Gomes Rodrigues,Rio das Ostras,RJ,28890-615,BR,-41.96954,-22.53075
Rua Rodoval dos Santos,Rio das Ostras,RJ,28893-561,BR,-41.93217,-22.52241
Beco Agenor Caetano,Vitória,ES,29047-823,BR,-40.30629,-20.30281
Avenida Jerônimo Monteiro,Vila Velha,ES,29100-401,BR,-40.29698,-20.33529
Rua Manoel Freitas Dias,Vila Velha,ES,29107-180,BR,-40.29552,-20.35172
Rua Santa Júlia,Vila Velha,ES,29112-460,BR,-40.35701,-20.36684
Rua Ângelo Caos,Vila Velha,ES,29117-445,BR,-40.34984,-20.34078
Avenida Alcacibas Furtado,Viana,ES,29134-403,BR,-40.43615,-20.35417
Rua Oswaldo de Souza,Nova Iguaçu,RJ,26216-125,BR,-43.43902,-22.75458
Rua São Sebastião,Nova Iguaçu,RJ,26298-521,BR,-43.59681,-22.85598
Rua dos Morangos,Japeri,RJ,26425-200,BR,-43.62746,-22.67837
Rua Wilson Batista Pereira,Japeri,RJ,26435-298,BR,-43.65589,-22.64306
Rua Maturi,Japeri,RJ,26440-140,BR,-43.58273,-22.68941
Rua Carlos Lacerda,Volta Redonda,RJ,27220-110,BR,-44.0561,-22.48124
Rua Cinco,Volta Redonda,RJ,27259-080,BR,-44.06838,-22.53982
Avenida Presidente Kennedy,Barra Mansa,RJ,27325-001,BR,-44.14258,-22.53228
Rua Alzira Nogueira,Resende,RJ,27524-060,BR,-44.48785,-22.47794
Rua dos Industriários,Macaé,RJ,27915-310,BR,-41.77653,-22.38793
Rua Lindolfo Collor,Macaé,RJ,27920-220,BR,-41.79796,-22.40518
Rua Ismael Batista Filho,Macaé,RJ,27925-534,BR,-41.78539,-22.37223
Rua Nove,Campos dos Goytacazes,RJ,28073-563,BR,-41.38154,-21.77716
Rua Espozalina Pereira Lopes,Aracruz,ES,29197-150,BR,-40.27442,-19.81953
Avenida João Ricardo Haddad,Guarapari,ES,29215-445,BR,-40.49899,-20.67226
Rua Joaquim Manoel Santana,Guarapari,ES,29220-404,BR,-40.49012,-20.62281
Avenida Presidente Emílio Garrastazu Médici,Linhares,ES,29902-208,BR,-40.05766,-19.3845
Praça Garibaldi,Belo Horizonte,MG,30180-020,BR,-43.97348,-19.89451
Beco Quatro,Belo Horizonte,MG,30512-550,BR,-44.0313,-19.97868
Rua João Baptista Vianna,Belo Horizonte,MG,30662-390,BR,-44.04181,-19.98895
Rua Faria Lobato,Belo Horizonte,MG,31555-050,BR,-43.98307,-19.84646
Rua da Sucupira,Belo Horizonte,MG,31744-530,BR,-43.99655,-19.94628
Trecho Trecho 03 Chácara 120,Brasília,DF,71536-166,BR,-47.92909,-15.77829
Avenida Principal,Sinop,MT,78559-337,BR,-55.49647,-11.89742
Rua 6,Sinop,MT,78559-603,BR,-55.5312,-11.90031
Rua Charafeddine,Rondonópolis,MT,78705-450,BR,-54.64623,-16.44309
Rua São Paulo,Rondonópolis,MT,78705-871,BR,-54.6599,-16.47125
Rua Cruza Bico,Arapongas,PR,86706-206,BR,-51.42602,-23.43292
Rua São Paulo,Cascavel,PR,85801-020,BR,-53.47631,-24.9566
Rua Kamacas,Cascavel,PR,85806-010,BR,-53.50093,-24.96518
Rua Laranja,Cascavel,PR,85815-560,BR,-53.41597,-24.93032
Quadra SHIS QL 26 Conjunto 5,Brasília,DF,71665-155,BR,-47.83195,-15.82026
Núcleo Rural Vargem Bonita Rua 3 Chácara 55,Brasília,DF,71751-550,BR,-47.85509,-15.79128
Rua Projetada 2,Rondonópolis,MT,78721-335,BR,-54.64832,-16.51308
Rua Julieta Kara José,Rondonópolis,MT,78736-096,BR,-54.56738,-16.46945
Rua Maria Abadia Cavalcante de Oliveira,Rondonópolis,MT,78745-080,BR,-54.64764,-16.47574
Rua Francisco Cândido Xavier,Campo Grande,MS,79002-052,BR,-54.62206,-20.46867
Rua Marfim,Campo Grande,MS,79008-190,BR,-54.62404,-20.44753
Travessa Eça de Queiroz,Campo Grande,MS,79008-221,BR,-54.62265,-20.44564
Rua Crocoió,Campo Grande,MS,79012-050,BR,-54.60903,-20.42337
Rua das Papoulas,Maringá,PR,87060-610,BR,-51.96642,-23.45352
Rua José Raimundo de Magalhães,Sarandi,PR,87111-070,BR,-51.87833,-23.43954
Rua Sebastião Luiz de Oliveira,Sarandi,PR,87114-795,BR,-51.87351,-23.44492
Quadra 48,Cidade Ocidental,GO,72890-141,BR,-47.92808,-16.10199
Quadra 23,Águas Lindas de Goiás,GO,72915-286,BR,-48.268774390243905,-15.72397487804878
Quadra 55,Águas Lindas de Goiás,GO,72917-260,BR,-48.269028048780484,-15.724025609756097
Rua Rua 4 Chácara 288,Brasília,DF,72006-296,BR,-47.92909,-15.77829
Quadra QSC 23,Brasília,DF,72016-230,BR,-47.93057,-15.76519
Rua Fontanilas,Campo Grande,MS,79034-006,BR,-54.5933,-20.521
Rua da Sereia,Campo Grande,MS,79044-876,BR,-54.56695,-20.38033
Rua Abadia Mafalda Pereira Souza,Campo Grande,MS,79062-320,BR,-54.57361,-20.51
Avenida Jaime Canet,Xambrê,PR,87535-970,BR,-53.49028,-23.732
Quadra 27 Conjunto J,Brasília,DF,73358-750,BR,-47.92248,-15.84658
Quadra CNR 1 Conjunto C,Brasília,DF,72275-156,BR,-47.92909,-15.77829
Quadra QR 310 Conjunto 4,Brasília,DF,72306-804,BR,-47.92989,-15.7748
Quadra QR 506 Conjunto 2,Brasília,DF,72312-102,BR,-47.92867,-15.76069
Quadra QN 508 Conjunto 1,Brasília,DF,72312-201,BR,-47.91473,-15.74734
Rua Gumercindo Soares da Silva,Campo Grande,MS,79071-076,BR,-54.61996,-20.5546
Rua Ginez Paulo Correa,Campo Grande,MS,79081-630,BR,-54.63193,-20.51173
Avenida Rainha do Mar,Campo Grande,MS,79083-840,BR,-54.63596,-20.50034
Rua Juruá,Campo Grande,MS,79086-300,BR,-54.65052,-20.50813
Rua Internacional,Campo Grande,MS,79093-110,BR,-54.67929,-20.5023
Servidão das Bromélias,Florianópolis,SC,88032-160,BR,-48.49773,-27.54544
Servidão do Skate,Florianópolis,SC,88054-385,BR,-48.46343,-27.43296
Alameda Boa Ventura,Formosa,GO,73813-880,BR,-47.33213,-15.574
Avenida C2,Goiânia,GO,74265-020,BR,-49.24242,-16.55941
Quadra QS 515 Conjunto F Comércio,Brasília,DF,72315-536,BR,-47.93057,-15.76519
Quadra QR 206 Conjunto 1,Brasília,DF,72316-001,BR,-47.92695,-15.76124
Quadra 201,Brasília,DF,72341-000,BR,-47.92248,-15.84658
Área Especial Lado Leste,Brasília,DF,72405-135,BR,-48.06217,-16.02387
Quadra QR 100 Conjunto C-1,Brasília,DF,72500-406,BR,-47.92695,-15.76124
Praça Santa Luzia,Campo Grande,MS,79102-461,BR,-54.56262,-20.43722
Rua Figueira,São José,SC,88119-123,BR,-48.63927,-27.58418
Rua SV 31,Goiânia,GO,74470-549,BR,-49.21202,-16.68619
Praça Joana D'Arc,Varginha,MG,37022-210,BR,-45.44057,-22.42753
Avenida das Palmeiras,Varginha,MG,37038-010,BR,-45.5069,-21.54082
Rua Oswaldo Henrique Valadão,Varginha,MG,37064-084,BR,-45.43235,-21.58842
Rua Schigueru Ono,Poços de Caldas,MG,37704-513,BR,-46.56274,-21.78847
Rua João Feliciano Alves,Poços de Caldas,MG,37706-204,BR,-46.57012,-21.85021
Rua Antônio Elias Calixto,Passos,MG,37901-352,BR,-46.59861,-20.74399
Travessa Pinheiro,Salvador,BA,40330-215,BR,-38.48295,-12.95784
1ª Travessa Pero Vaz,Salvador,BA,40335-003,BR,-38.49043,-12.95204
Travessa Nadir de Jesus,Salvador,BA,40365-370,BR,-38.4846,-12.94382
Travessa Alagoas,Salvador,BA,41210-170,BR,-38.44854,-12.94892
Estrada da Boca do Rio,Salvador,BA,41250-170,BR,-38.43646,-12.92665
Travessa Djalma Sanches,Salvador,BA,41250-282,BR,-38.43423,-12.92505
Rua Lígia Maria,Salvador,BA,41280-670,BR,-38.46598,-12.91319
Caminho 10,Salvador,BA,41307-455,BR,-38.49759,-12.92475
Rua Getúlio Vargas,Salvador,BA,41515-360,BR,-38.37001,-12.92951
Rua Bráulio Nascimento,Salvador,BA,41900-060,BR,-38.47245,-13.01363
1ª Travessa Miguelito,Salvador,BA,41905-240,BR,-38.47309,-13.00535
Rua de Contorno do Centro Administrativo,Camaçari,BA,42800-915,BR,-38.31887,-12.70825
Rua Coronel Maneca Santos,Vitória da Conquista,BA,45007-220,BR,-40.78832,-14.81211
Rua E,Vitória da Conquista,BA,45009-408,BR,-40.78179,-14.8358
Rua Desembargador Gonçalves,Salvador,BA,40110-020,BR,-38.5238,-12.99204
Quilombo,Divinópolis,MG,35501-998,BR,-44.95244,-20.02016
Rua Cambuquira,Pará de Minas,MG,35661-186,BR,-44.59319,-19.87047
Alameda do Cedro,Pará de Minas,MG,35661-239,BR,-44.60337,-19.88275
Rua José Cecílio Moreira,Pará de Minas,MG,35663-772,BR,-44.76746,-19.82319
Rua Antônio José Pereira,Sete Lagoas,MG,35701-466,BR,-44.21059,-19.44714
Rua Donatila França,Sete Lagoas,MG,35702-387,BR,-44.26972,-19.44077
Rua Edmundo Cabrera,Sete Lagoas,MG,35703-674,BR,-44.19777,-19.41729
Rua Maria do Carmo,João Monlevade,MG,35931-396,BR,-43.15501,-19.81945
Rua Vinte e Oito,Belo Horizonte,MG,31990-480,BR,-43.8947,-19.8487
Rua Palmeiras,Belo Horizonte,MG,31998-758,BR,-43.99625,-19.95299
Rua Hercílio Gomes da Silveira,Contagem,MG,32060-518,BR,-44.13573,-19.8631
Rua Treze,Contagem,MG,32141-088,BR,-44.15691,-19.8383
Rua Agenor Lopes Cancado,Contagem,MG,32235-070,BR,-44.03397,-19.97856
Rua da Inglaterra,Betim,MG,32656-660,BR,-44.18683,-19.97634
Avenida Belo Horizonte,Betim,MG,32672-088,BR,-44.11637,-19.95254
Travessa Pedro José Grunewald,Juiz de Fora,MG,36036-170,BR,-43.34869,-21.76535
Rua Itanhandu,Juiz de Fora,MG,36037-873,BR,-43.34869,-21.76535
Avenida Prudente de Morais,Uberaba,MG,38026-250,BR,-47.92116,-19.7612
Rua Canarinho,Uberaba,MG,38055-130,BR,-47.97653,-19.75275
Rua José Pires,Araxá,MG,38181-771,BR,-46.91694,-19.58955
Rua Romeu Margonari,Uberlândia,MG,38408-072,BR,-48.25126,-18.92646
Rua Evaristo Atanásio de Melo,Uberlândia,MG,38414-648,BR,-48.34667,-18.94549
Praça Juvenil Alves de Melo,Araguari,MG,38440-140,BR,-48.18507,-18.65749
Rua José Tiradentes de Lima,Araguari,MG,38440-197,BR,-48.19444,-18.66432
Avenida Brasil,Araguari,MG,38444-240,BR,-48.2118,-18.66867
Alameda Fábio Araújo Pereira,Patos de Minas,MG,38700-518,BR,-46.52671,-18.59557
Rua Manoel Cândido Naves,Patos de Minas,MG,38703-752,BR,-46.48719,-18.58055
Rua Cataguá,Patos de Minas,MG,38703-790,BR,-46.47908,-18.57022
Rua Major Honor Sarmento,Montes Claros,MG,39400-533,BR,-43.85356,-16.71835
Rua Três,Montes Claros,MG,39400-870,BR,-43.86607,-16.77233
Quadra QI 23 Lote 12 Edifício Residencial Plaza,Brasília,DF,71060-638,BR,-47.92909,-15.77829
Quadra 1 Rua E,Brasília,DF,72715-015,BR,-47.92248,-15.84658
Quadra 329,Luziânia,GO,72821-510,BR,-47.93262,-16.24311
Rua Acadêmico Rodrigo Garcia Teixeira,Ponta Porã,MS,79904-536,BR,-55.72621,-22.53701
Rua Professor Duílio Aníbal Calderari,Curitiba,PR,80040-250,BR,-49.24306,-25.42253
Rua Calopsita,Brusque,SC,88350-745,BR,-48.94727,-27.12335
Quadra 550,Luziânia,GO,72856-550,BR,-47.93262,-16.24311
Conjunto 06 HI Rua 4,Novo Gama,GO,72860-054,BR,-48.03173,-16.05888
Quadra 148,Novo Gama,GO,72865-148,BR,-48.06343,-16.0695
Rua Deputado Joaquim Linhares de Lacerda,Curitiba,PR,80240-560,BR,-49.25096,-25.40629
Rua DJ - 045,Brusque,SC,88359-234,BR,-50.32649,-27.82428
Rodovia SC-302,Ituporanga,SC,88405-970,BR,-49.5938,-27.44054
Rua General Osório,Lages,SC,88509-540,BR,-50.30658,-27.81386
Avenida Dom Pedro II,Lages,SC,88512-000,BR,-50.3376,-27.82905
Rua da Horta,Lages,SC,88516-240,BR,-50.3753,-27.80566
Rua Visconde de Mauá,Goiânia,GO,74691-285,BR,-49.29628,-16.57381
Rodovia GO-010,Goiânia,GO,74783-201,BR,-49.16161,-16.65004
Avenida Sílvio de Castro Ribeiro,Aparecida de Goiânia,GO,74983-620,BR,-49.27502,-16.74822
Rua Conde dos Arcos,Aparecida de Goiânia,GO,74988-175,BR,-49.22221,-16.83709
Rua Osvaldo Cruz,Anápolis,GO,75044-040,BR,-48.96614,-16.31945
Rua JP 44,Anápolis,GO,75090-575,BR,-48.89561,-16.29927
Rua João Fernando Ramon Alegre Alarcon,Curitiba,PR,81480-151,BR,-49.3209,-25.55923
Rua José Peixoto de Lacerda Wernek,Curitiba,PR,81650-260,BR,-49.23739,-25.49037
Rua Aparecido Rodrigues,Curitiba,PR,81850-680,BR,-49.24209,-25.54285
Rua Hildebrando Dulcio,Curitiba,PR,82510-390,BR,-49.23483,-25.39186
Rua Sapucaia,Ponta Grossa,PR,84016-766,BR,-50.13429,-25.06486
Rua Damásio Flores da Cunha Filho,Chapecó,SC,89804-443,BR,-52.63904,-27.08156
Rua Ibirama,Chapecó,SC,89810-140,BR,-52.63196,-27.0715
Avenida Getúlio Vargas,Porto Alegre,RS,90150-004,BR,-51.22284,-30.05767
Rua Humaitá,Itacoatiara,AM,69101-476,BR,-58.43201,-3.11968
Rua C-002,Gurupi,TO,77420-290,BR,-49.05372,-11.72675
Rua U,Gurupi,TO,77423-430,BR,-49.07788,-11.74179
Rua Maria Costa Gabardo,Almirante Tamandaré,PR,83514-090,BR,-49.30411,-25.26398
Rua Cândido Juca,Manaus,AM,69030-300,BR,-60.05083,-3.09942
Rua Cidade Santa,Manaus,AM,69039-550,BR,-59.92227,-3.02061
Beco 17 de Julho,Manaus,AM,69039-611,BR,-59.92115,-3.072
Rua Planalto,Manaus,AM,69047-236,BR,-59.91917,-3.06612
Rua Santos Dumont,Jataí,GO,75805-025,BR,-51.7363,-17.8894
Rua Comendador Leão,Rio Verde,GO,75901-515,BR,-50.93447,-17.80407
Rua 20,Rio Verde,GO,75905-313,BR,-50.92297,-17.7973
